Elecció;Any;Districte;Secció;CUSEC;NUM_ELECTORS;NUM_VOTANTS;VOTS_BLANCS;VOTS_NULS;VOTS_CANDIDATURES;Participació;PSC;% PSC;CiU / Junts;% CiU / Junts;ERC;% ERC;PP;% PP;ICV / Comuns;% ICV / Comuns;Cs;% Cs;CUP;% CUP;PxC;% PxC;En Blanco;% En Blanco;PRIMARIES;% PRIMARIES;TxT;% TxT;VOX;% VOX;Podem;% Podem;PACMA;% PACMA;Altres;% Altres
Municipals;2011;6;11;08279806011;1311;477;19;5;453;0,360030511;163;34,53%;64;13,56%;12;2,54%;88;18,64%;57;12,08%;12;2,54%;3;0,64%;27;5,72%;3;0,64%;;;;;;;;;;;24;0.0530
Municipals;2011;6;12;08279806012;972;423;17;5;401;0,430041152;169;40,43%;69;16,51%;11;2,63%;72;17,22%;41;9,81%;4;0,96%;3;0,72%;13;3,11%;8;1,91%;;;;;;;;;;;11;0.0274
Municipals;2011;6;13;08279806013;674;367;6;2;359;0,541543027;170;46,58%;41;11,23%;7;1,92%;47;12,88%;50;13,70%;7;1,92%;1;0,27%;10;2,74%;1;0,27%;;;;;;;;;;;25;0.0696
Municipals;2011;6;14;08279806014;686;283;10;3;270;0,408163265;118;42,14%;32;11,43%;5;1,79%;52;18,57%;20;7,14%;10;3,57%;1;0,36%;0;0,00%;3;1,07%;;;;;;;;;;;29;0.1074
Municipals;2011;6;16;08279806016;1141;487;16;6;465;0,421560035;159;33,06%;101;21,00%;6;1,25%;81;16,84%;54;11,23%;11;2,29%;5;1,04%;14;2,91%;5;1,04%;;;;;;;;;;;29;0.0624
Municipals;2011;6;18;08279806018;491;235;5;2;228;0,474541752;106;45,49%;23;9,87%;5;2,15%;30;12,88%;33;14,16%;9;3,86%;1;0,43%;8;3,43%;0;0,00%;;;;;;;;;;;13;0.0570
Municipals;2011;6;19;08279806019;448;220;9;1;210;0,488839286;103;47,03%;40;18,26%;1;0,46%;26;11,87%;16;7,31%;4;1,83%;0;0,00%;8;3,65%;4;1,83%;;;;;;;;;;;8;0.0381
Municipals;2011;6;20;08279806020;448;200;11;1;188;0,444196429;76;38,19%;39;19,60%;2;1,01%;24;12,06%;20;10,05%;9;4,52%;2;1,01%;4;2,01%;1;0,50%;;;;;;;;;;;11;0.0585
Municipals;2011;6;21;08279806021;700;297;8;3;286;0,42;110;37,41%;53;18,03%;7;2,38%;46;15,65%;22;7,48%;3;1,02%;0;0,00%;20;6,80%;6;2,04%;;;;;;;;;;;19;0.0664
Municipals;2011;6;23;08279806023;935;394;17;4;373;0,417112299;161;41,28%;59;15,13%;9;2,31%;63;16,15%;31;7,95%;9;2,31%;2;0,51%;22;5,64%;2;0,51%;;;;;;;;;;;15;0.0402
Municipals;2011;6;24;08279806024;1774;737;19;5;713;0,412626832;231;31,56%;142;19,40%;11;1,50%;110;15,03%;97;13,25%;29;3,96%;3;0,41%;51;6,97%;13;1,78%;;;;;;;;;;;26;0.0365
Municipals;2011;6;25;08279806025;1425;653;20;9;624;0,451929825;298;46,27%;85;13,20%;19;2,95%;86;13,35%;75;11,65%;6;0,93%;2;0,31%;9;1,40%;8;1,24%;;;;;;;;;;;36;0.0577
Municipals;2011;6;26;08279806026;1222;491;25;7;459;0,396072013;203;41,94%;58;11,98%;9;1,86%;54;11,16%;55;11,36%;25;5,17%;4;0,83%;30;6,20%;5;1,03%;;;;;;;;;;;16;0.0349
Municipals;2011;6;27;08279806027;969;392;15;1;376;0,403508772;189;48,34%;41;10,49%;7;1,79%;63;16,11%;40;10,23%;12;3,07%;3;0,77%;7;1,79%;4;1,02%;;;;;;;;;;;10;0.0266
Municipals;2011;6;28;08279806028;1170;558;22;4;532;0,473504274;198;35,74%;71;12,82%;12;2,17%;97;17,51%;61;11,01%;25;4,51%;6;1,08%;27;4,87%;14;2,53%;;;;;;;;;;;21;0.0395
Municipals;2011;6;29;08279806029;767;312;24;2;286;0,404172099;111;35,81%;19;6,13%;1;0,32%;51;16,45%;43;13,87%;14;4,52%;1;0,32%;20;6,45%;6;1,94%;;;;;;;;;;;20;0.0699
Municipals;2011;6;30;08279806030;550;198;8;2;188;0,356363636;61;31,12%;45;22,96%;1;0,51%;24;12,24%;23;11,73%;5;2,55%;2;1,02%;13;6,63%;3;1,53%;;;;;;;;;;;11;0.0585
Municipals;2011;6;31;08279806031;774;294;15;1;278;0,378552972;100;34,13%;38;12,97%;13;4,44%;34;11,60%;42;14,33%;13;4,44%;5;1,71%;8;2,73%;1;0,34%;;;;;;;;;;;24;0.0863
Municipals;2011;6;32;08279806032;533;171;12;1;158;0,318949343;44;25,88%;28;16,47%;1;0,59%;33;19,41%;16;9,41%;9;5,29%;0;0,00%;10;5,88%;2;1,18%;;;;;;;;;;;15;0.0949
Municipals;2011;6;33;08279806033;978;412;33;5;374;0,416155419;91;22,36%;81;19,90%;14;3,44%;59;14,50%;48;11,79%;29;7,13%;3;0,74%;31;7,62%;5;1,23%;;;;;;;;;;;13;0.0348
Municipals;2015;1;1;08279801001;1043;694;9;1;684;66,44%;52;7,50%;311;44,88%;148;21,36%;43;6,20%;43;6,20%;29;4,18%;48;6,93%;4;0,58%;;;;;;;;;;;;;6;0.0088
Municipals;2015;1;2;08279801002;1101;676;11;3;662;61,13%;80;11,89%;207;30,76%;182;27,04%;35;5,20%;60;8,92%;25;3,71%;55;8,17%;3;0,45%;;;;;;;;;;;;;15;0.0227
Municipals;2015;1;4;08279801004;1525;955;11;3;941;62,43%;130;13,66%;227;23,84%;241;25,32%;48;5,04%;107;11,24%;58;6,09%;118;12,39%;3;0,32%;;;;;;;;;;;;;9;0.0096
Municipals;2015;1;5;08279801005;998;627;4;1;622;62,73%;80;12,78%;178;28,43%;137;21,88%;33;5,27%;71;11,34%;41;6,55%;75;11,98%;1;0,16%;;;;;;;;;;;;;6;0.0096
Municipals;2015;1;6;08279801006;1173;765;6;4;755;64,88%;95;12,48%;245;32,19%;172;22,60%;54;7,10%;58;7,62%;38;4,99%;77;10,12%;6;0,79%;;;;;;;;;;;;;10;0.0132
Municipals;2015;1;7;08279801007;1336;796;12;3;781;59,36%;119;15,01%;237;29,89%;179;22,57%;76;9,58%;64;8,07%;33;4,16%;62;7,82%;2;0,25%;;;;;;;;;;;;;9;0.0115
Municipals;2015;1;8;08279801008;1843;1145;21;5;1119;61,86%;145;12,72%;400;35,09%;256;22,46%;56;4,91%;88;7,72%;67;5,88%;90;7,89%;8;0,70%;;;;;;;;;;;;;9;0.0080
Municipals;2015;1;9;08279801009;1036;632;7;1;624;60,91%;76;12,04%;187;29,64%;161;25,52%;39;6,18%;53;8,40%;24;3,80%;70;11,09%;5;0,79%;;;;;;;;;;;;;9;0.0144
Municipals;2015;1;10;08279801010;949;563;7;0;556;59,33%;110;19,54%;105;18,65%;163;28,95%;18;3,20%;66;11,72%;33;5,86%;51;9,06%;6;1,07%;;;;;;;;;;;;;4;0.0072
Municipals;2015;1;11;08279801011;919;531;9;1;521;57,67%;151;28,49%;54;10,19%;93;17,55%;18;3,40%;102;19,25%;60;11,32%;36;6,79%;3;0,57%;;;;;;;;;;;;;4;0.0077
Municipals;2015;1;12;08279801012;1112;648;10;5;633;57,82%;161;25,04%;76;11,82%;112;17,42%;22;3,42%;139;21,62%;61;9,49%;46;7,15%;7;1,09%;;;;;;;;;;;;;9;0.0142
Municipals;2015;1;13;08279801013;622;311;0;5;306;49,20%;102;33,33%;7;2,29%;29;9,48%;13;4,25%;69;22,55%;56;18,30%;18;5,88%;6;1,96%;;;;;;;;;;;;;6;0.0196
Municipals;2015;1;14;08279801014;1564;864;11;5;848;54,92%;248;28,87%;67;7,80%;103;11,99%;62;7,22%;198;23,05%;106;12,34%;26;3,03%;22;2,56%;;;;;;;;;;;;;16;0.0189
Municipals;2015;1;15;08279801015;902;505;3;2;500;55,76%;148;29,42%;77;15,31%;75;14,91%;17;3,38%;103;20,48%;44;8,75%;20;3,98%;9;1,79%;;;;;;;;;;;;;7;0.0140
Municipals;2015;1;16;08279801016;1841;1079;19;4;1056;58,39%;222;20,65%;211;19,63%;222;20,65%;48;4,47%;126;11,72%;92;8,56%;110;10,23%;17;1,58%;;;;;;;;;;;;;8;0.0076
Municipals;2015;1;17;08279801017;1682;1050;9;5;1036;62,13%;184;17,61%;288;27,56%;245;23,44%;49;4,69%;116;11,10%;42;4,02%;89;8,52%;11;1,05%;;;;;;;;;;;;;12;0.0116
Municipals;2015;1;18;08279801018;420;306;2;0;304;72,86%;46;15,03%;77;25,16%;74;24,18%;16;5,23%;22;7,19%;25;8,17%;36;11,76%;5;1,63%;;;;;;;;;;;;;3;0.0099
Municipals;2015;1;19;08279801019;1105;654;7;3;644;58,91%;176;27,04%;66;10,14%;95;14,59%;38;5,84%;124;19,05%;71;10,91%;52;7,99%;7;1,08%;;;;;;;;;;;;;15;0.0233
Municipals;2015;1;20;08279801020;1009;675;7;2;666;66,70%;159;23,63%;130;19,32%;138;20,51%;33;4,90%;80;11,89%;62;9,21%;54;8,02%;5;0,74%;;;;;;;;;;;;;5;0.0075
Municipals;2015;1;21;08279801021;1075;641;8;0;633;59,63%;142;22,15%;96;14,98%;101;15,76%;45;7,02%;125;19,50%;72;11,23%;38;5,93%;6;0,94%;;;;;;;;;;;;;8;0.0126
Municipals;2015;1;22;08279801022;1384;827;10;1;816;59,68%;156;18,89%;197;23,85%;152;18,40%;48;5,81%;109;13,20%;46;5,57%;82;9,93%;4;0,48%;;;;;;;;;;;;;22;0.0270
Municipals;2015;1;23;08279801023;957;621;9;2;610;64,68%;118;19,06%;96;15,51%;130;21,00%;32;5,17%;87;14,05%;59;9,53%;71;11,47%;10;1,62%;;;;;;;;;;;;;7;0.0115
Municipals;2015;1;24;08279801024;619;446;7;2;437;71,73%;41;9,23%;161;36,26%;106;23,87%;22;4,95%;49;11,04%;19;4,28%;34;7,66%;0;0,00%;;;;;;;;;;;;;5;0.0114
Municipals;2015;2;1;08279802001;1070;582;3;1;578;54,30%;218;37,52%;25;4,30%;50;8,61%;52;8,95%;103;17,73%;77;13,25%;16;2,75%;29;4,99%;;;;;;;;;;;;;8;0.0138
Municipals;2015;2;2;08279802002;515;224;1;0;223;43,50%;101;45,09%;7;3,13%;8;3,57%;15;6,70%;40;17,86%;33;14,73%;5;2,23%;13;5,80%;;;;;;;;;;;;;1;0.0045
Municipals;2015;2;3;08279802003;828;411;5;2;404;49,40%;170;41,56%;12;2,93%;27;6,60%;31;7,58%;74;18,09%;52;12,71%;12;2,93%;22;5,38%;;;;;;;;;;;;;4;0.0099
Municipals;2015;2;4;08279802004;711;353;2;3;348;49,23%;146;41,71%;12;3,43%;17;4,86%;29;8,29%;74;21,14%;41;11,71%;9;2,57%;14;4,00%;;;;;;;;;;;;;6;0.0172
Municipals;2015;2;5;08279802005;828;406;1;3;402;48,67%;153;37,97%;22;5,46%;27;6,70%;27;6,70%;76;18,86%;63;15,63%;8;1,99%;21;5,21%;;;;;;;;;;;;;5;0.0124
Municipals;2015;2;6;08279802006;726;415;4;1;410;57,02%;133;32,13%;18;4,35%;32;7,73%;43;10,39%;92;22,22%;51;12,32%;15;3,62%;17;4,11%;;;;;;;;;;;;;9;0.0220
Municipals;2015;2;8;08279802008;696;362;2;5;355;51,29%;112;31,37%;11;3,08%;17;4,76%;23;6,44%;97;27,17%;51;14,29%;15;4,20%;21;5,88%;;;;;;;;;;;;;8;0.0225
Municipals;2015;2;9;08279802009;1088;548;7;1;540;50,28%;208;38,03%;16;2,93%;41;7,50%;31;5,67%;111;20,29%;74;13,53%;15;2,74%;33;6,03%;;;;;;;;;;;;;11;0.0204
Municipals;2015;2;11;08279802011;804;404;5;2;397;50,00%;132;32,84%;15;3,73%;23;5,72%;26;6,47%;95;23,63%;54;13,43%;9;2,24%;20;4,98%;;;;;;;;;;;;;23;0.0579
Municipals;2015;2;12;08279802012;679;310;2;2;306;45,36%;133;43,18%;13;4,22%;16;5,19%;20;6,49%;78;25,32%;30;9,74%;3;0,97%;7;2,27%;;;;;;;;;;;;;6;0.0196
Municipals;2015;2;14;08279802014;1420;722;17;5;700;50,49%;203;28,31%;26;3,63%;44;6,14%;23;3,21%;196;27,34%;128;17,85%;41;5,72%;30;4,18%;;;;;;;;;;;;;9;0.0129
Municipals;2015;2;15;08279802015;607;232;0;1;231;38,06%;95;41,13%;49;21,21%;1;0,43%;18;7,79%;47;20,35%;12;5,19%;2;0,87%;3;1,30%;;;;;;;;;;;;;4;0.0173
Municipals;2015;2;16;08279802016;1289;623;14;7;602;47,79%;148;24,03%;27;4,38%;59;9,58%;19;3,08%;157;25,49%;111;18,02%;35;5,68%;33;5,36%;;;;;;;;;;;;;13;0.0216
Municipals;2015;2;17;08279802017;1205;559;9;1;549;46,31%;166;29,75%;18;3,23%;36;6,45%;29;5,20%;151;27,06%;106;19,00%;15;2,69%;22;3,94%;;;;;;;;;;;;;6;0.0109
Municipals;2015;3;1;08279803001;1306;704;7;4;693;53,60%;174;24,86%;94;13,43%;111;15,86%;40;5,71%;143;20,43%;71;10,14%;42;6,00%;8;1,14%;;;;;;;;;;;;;10;0.0144
Municipals;2015;3;2;08279803002;1059;627;6;1;620;59,11%;162;25,88%;70;11,18%;99;15,81%;36;5,75%;134;21,41%;67;10,70%;31;4,95%;18;2,88%;;;;;;;;;;;;;3;0.0048
Municipals;2015;3;3;08279803003;1172;630;9;0;621;53,75%;212;33,65%;50;7,94%;67;10,63%;33;5,24%;138;21,90%;72;11,43%;21;3,33%;17;2,70%;;;;;;;;;;;;;11;0.0177
Municipals;2015;3;4;08279803004;937;455;5;0;450;48,56%;149;32,75%;16;3,52%;40;8,79%;27;5,93%;123;27,03%;43;9,45%;32;7,03%;18;3,96%;;;;;;;;;;;;;2;0.0044
Municipals;2015;3;5;08279803005;1509;811;21;4;786;53,48%;191;23,67%;140;17,35%;165;20,45%;27;3,35%;120;14,87%;46;5,70%;72;8,92%;12;1,49%;;;;;;;;;;;;;13;0.0165
Municipals;2015;3;6;08279803006;1442;869;13;4;852;59,99%;159;18,38%;165;19,08%;179;20,69%;35;4,05%;127;14,68%;85;9,83%;83;9,60%;6;0,69%;;;;;;;;;;;;;13;0.0153
Municipals;2015;3;7;08279803007;1622;911;19;1;891;56,10%;187;20,55%;130;14,29%;192;21,10%;34;3,74%;160;17,58%;102;11,21%;70;7,69%;6;0,66%;;;;;;;;;;;;;10;0.0112
Municipals;2015;3;8;08279803008;1575;812;12;1;799;51,49%;389;47,97%;23;2,84%;40;4,93%;57;7,03%;203;25,03%;68;8,38%;5;0,62%;4;0,49%;;;;;;;;;;;;;10;0.0125
Municipals;2015;3;9;08279803009;1948;1070;13;9;1048;54,47%;228;21,49%;120;11,31%;141;13,29%;44;4,15%;250;23,56%;147;13,85%;77;7,26%;26;2,45%;;;;;;;;;;;;;15;0.0143
Municipals;2015;3;10;08279803010;1551;715;15;6;694;45,71%;290;40,90%;12;1,69%;28;3,95%;32;4,51%;176;24,82%;102;14,39%;16;2,26%;19;2,68%;;;;;;;;;;;;;19;0.0274
Municipals;2015;3;11;08279803011;1146;457;7;5;445;39,44%;210;46,46%;10;2,21%;21;4,65%;17;3,76%;93;20,58%;69;15,27%;2;0,44%;14;3,10%;;;;;;;;;;;;;9;0.0202
Municipals;2015;3;12;08279803012;1756;912;20;5;887;51,65%;302;33,30%;32;3,53%;48;5,29%;89;9,81%;170;18,74%;182;20,07%;34;3,75%;18;1,98%;;;;;;;;;;;;;12;0.0135
Municipals;2015;3;14;08279803014;1117;501;9;3;489;44,58%;170;34,14%;24;4,82%;47;9,44%;51;10,24%;95;19,08%;52;10,44%;29;5,82%;18;3,61%;;;;;;;;;;;;;3;0.0061
Municipals;2015;3;15;08279803015;939;512;7;7;498;53,78%;184;36,44%;42;8,32%;55;10,89%;33;6,53%;99;19,60%;46;9,11%;29;5,74%;4;0,79%;;;;;;;;;;;;;6;0.0120
Municipals;2015;3;16;08279803016;652;365;5;4;356;55,37%;165;45,71%;3;0,83%;10;2,77%;30;8,31%;82;22,71%;45;12,47%;6;1,66%;11;3,05%;;;;;;;;;;;;;4;0.0112
Municipals;2015;3;17;08279803017;876;430;6;2;422;48,86%;197;46,03%;5;1,17%;18;4,21%;29;6,78%;85;19,86%;67;15,65%;4;0,93%;8;1,87%;;;;;;;;;;;;;9;0.0213
Municipals;2015;3;18;08279803018;747;422;1;3;418;56,09%;181;43,20%;7;1,67%;22;5,25%;24;5,73%;96;22,91%;58;13,84%;8;1,91%;13;3,10%;;;;;;;;;;;;;9;0.0215
Municipals;2015;3;19;08279803019;928;440;7;5;428;46,88%;199;45,75%;12;2,76%;26;5,98%;31;7,13%;83;19,08%;56;12,87%;13;2,99%;5;1,15%;;;;;;;;;;;;;3;0.0070
Municipals;2015;3;20;08279803020;1189;625;11;2;612;52,40%;197;31,62%;53;8,51%;71;11,40%;30;4,82%;141;22,63%;63;10,11%;38;6,10%;14;2,25%;;;;;;;;;;;;;5;0.0082
Municipals;2015;4;1;08279804001;1121;647;7;3;637;57,45%;87;13,51%;232;36,02%;116;18,01%;43;6,68%;52;8,07%;31;4,81%;64;9,94%;5;0,78%;;;;;;;;;;;;;7;0.0110
Municipals;2015;4;2;08279804002;1131;687;7;0;680;60,74%;103;14,99%;208;30,28%;171;24,89%;21;3,06%;73;10,63%;41;5,97%;51;7,42%;5;0,73%;;;;;;;;;;;;;7;0.0103
Municipals;2015;4;3;08279804003;1246;705;4;2;699;56,42%;153;21,76%;140;19,91%;134;19,06%;48;6,83%;103;14,65%;36;5,12%;69;9,82%;10;1,42%;;;;;;;;;;;;;6;0.0086
Municipals;2015;4;4;08279804004;1110;651;7;5;639;58,20%;175;27,09%;102;15,79%;104;16,10%;42;6,50%;95;14,71%;59;9,13%;42;6,50%;13;2,01%;;;;;;;;;;;;;7;0.0110
Municipals;2015;4;5;08279804005;1262;647;22;4;621;50,95%;142;22,08%;99;15,40%;99;15,40%;28;4,35%;107;16,64%;66;10,26%;67;10,42%;4;0,62%;;;;;;;;;;;;;9;0.0145
Municipals;2015;4;6;08279804006;1406;781;17;2;762;55,41%;250;32,09%;52;6,68%;83;10,65%;43;5,52%;170;21,82%;89;11,42%;42;5,39%;21;2,70%;;;;;;;;;;;;;12;0.0157
Municipals;2015;4;7;08279804007;1871;922;22;6;894;48,96%;311;33,95%;63;6,88%;79;8,62%;41;4,48%;207;22,60%;117;12,77%;42;4,59%;27;2,95%;;;;;;;;;;;;;7;0.0078
Municipals;2015;4;8;08279804008;946;508;10;7;491;52,96%;140;27,94%;37;7,39%;38;7,58%;28;5,59%;126;25,15%;57;11,38%;36;7,19%;19;3,79%;;;;;;;;;;;;;10;0.0204
Municipals;2015;4;9;08279804009;749;356;5;0;351;47,53%;143;40,17%;5;1,40%;17;4,78%;30;8,43%;85;23,88%;47;13,20%;7;1,97%;13;3,65%;;;;;;;;;;;;;4;0.0114
Municipals;2015;4;10;08279804010;733;366;6;3;357;49,52%;165;45,45%;12;3,31%;19;5,23%;29;7,99%;76;20,94%;36;9,92%;8;2,20%;7;1,93%;;;;;;;;;;;;;5;0.0140
Municipals;2015;4;12;08279804012;982;546;6;7;533;54,89%;154;28,57%;51;9,46%;79;14,66%;29;5,38%;113;20,96%;49;9,09%;42;7,79%;13;2,41%;;;;;;;;;;;;;3;0.0056
Municipals;2015;4;13;08279804013;1199;710;2;2;706;59,05%;155;21,89%;138;19,49%;149;21,05%;35;4,94%;119;16,81%;39;5,51%;56;7,91%;8;1,13%;;;;;;;;;;;;;7;0.0099
Municipals;2015;4;14;08279804014;969;625;10;1;614;64,40%;85;13,62%;171;27,40%;183;29,33%;30;4,81%;47;7,53%;45;7,21%;42;6,73%;4;0,64%;;;;;;;;;;;;;7;0.0114
Municipals;2015;4;15;08279804015;824;513;11;2;500;62,01%;51;9,98%;190;37,18%;127;24,85%;27;5,28%;33;6,46%;16;3,13%;49;9,59%;0;0,00%;;;;;;;;;;;;;7;0.0140
Municipals;2015;4;16;08279804016;945;634;9;5;620;66,56%;67;10,65%;213;33,86%;121;19,24%;49;7,79%;58;9,22%;32;5,09%;67;10,65%;3;0,48%;;;;;;;;;;;;;10;0.0161
Municipals;2015;4;17;08279804017;1117;718;9;1;708;64,19%;148;20,64%;157;21,90%;168;23,43%;35;4,88%;71;9,90%;48;6,69%;70;9,76%;5;0,70%;;;;;;;;;;;;;6;0.0085
Municipals;2015;4;18;08279804018;1853;1099;18;5;1076;59,04%;281;25,69%;167;15,27%;183;16,73%;49;4,48%;177;16,18%;95;8,68%;100;9,14%;15;1,37%;;;;;;;;;;;;;9;0.0084
Municipals;2015;4;19;08279804019;903;498;5;2;491;54,93%;129;26,01%;36;7,26%;52;10,48%;25;5,04%;136;27,42%;65;13,10%;28;5,65%;13;2,62%;;;;;;;;;;;;;7;0.0143
Municipals;2015;4;20;08279804020;554;250;3;1;246;44,95%;138;55,42%;3;1,20%;11;4,42%;21;8,43%;33;13,25%;24;9,64%;2;0,80%;9;3,61%;;;;;;;;;;;;;5;0.0203
Municipals;2015;4;21;08279804021;760;379;2;2;375;49,61%;131;34,75%;10;2,65%;25;6,63%;26;6,90%;98;25,99%;46;12,20%;15;3,98%;20;5,31%;;;;;;;;;;;;;4;0.0107
Municipals;2015;4;22;08279804022;1589;795;13;2;780;49,91%;253;31,90%;36;4,54%;90;11,35%;32;4,04%;196;24,72%;128;16,14%;24;3,03%;10;1,26%;;;;;;;;;;;;;11;0.0141
Municipals;2015;4;23;08279804023;1541;811;6;6;799;52,24%;235;29,19%;40;4,97%;74;9,19%;40;4,97%;225;27,95%;127;15,78%;24;2,98%;27;3,35%;;;;;;;;;;;;;7;0.0088
Municipals;2015;4;24;08279804024;1519;765;10;2;753;50,23%;218;28,57%;44;5,77%;70;9,17%;53;6,95%;181;23,72%;125;16,38%;30;3,93%;20;2,62%;;;;;;;;;;;;;12;0.0159
Municipals;2015;4;25;08279804025;900;486;3;0;483;54,00%;138;28,40%;58;11,93%;57;11,73%;29;5,97%;124;25,51%;50;10,29%;16;3,29%;5;1,03%;;;;;;;;;;;;;6;0.0124
Municipals;2015;4;26;08279804026;1046;641;9;0;632;61,28%;122;19,03%;191;29,80%;139;21,68%;32;4,99%;61;9,52%;30;4,68%;51;7,96%;3;0,47%;;;;;;;;;;;;;3;0.0047
Municipals;2015;5;1;08279805001;1508;846;4;1;841;56,03%;225;26,63%;78;9,23%;141;16,69%;51;6,04%;147;17,40%;124;14,67%;36;4,26%;21;2,49%;;;;;;;;;;;;;18;0.0214
Municipals;2015;5;2;08279805002;1103;576;9;3;564;51,95%;217;37,87%;23;4,01%;29;5,06%;48;8,38%;137;23,91%;62;10,82%;20;3,49%;9;1,57%;;;;;;;;;;;;;19;0.0337
Municipals;2015;5;3;08279805003;1479;816;8;6;802;54,77%;188;23,21%;161;19,88%;144;17,78%;34;4,20%;124;15,31%;70;8,64%;62;7,65%;11;1,36%;;;;;;;;;;;;;8;0.0100
Municipals;2015;5;4;08279805004;1165;692;8;5;679;58,97%;181;26,35%;98;14,26%;137;19,94%;21;3,06%;112;16,30%;62;9,02%;57;8,30%;3;0,44%;;;;;;;;;;;;;8;0.0118
Municipals;2015;5;5;08279805005;789;435;4;3;428;54,75%;85;19,68%;54;12,50%;100;23,15%;16;3,70%;90;20,83%;38;8,80%;37;8,56%;2;0,46%;;;;;;;;;;;;;6;0.0140
Municipals;2015;5;6;08279805006;1565;917;21;6;890;58,21%;210;23,05%;173;18,99%;186;20,42%;38;4,17%;119;13,06%;65;7,14%;75;8,23%;19;2,09%;;;;;;;;;;;;;5;0.0056
Municipals;2015;5;7;08279805007;891;586;10;3;573;65,43%;91;15,61%;102;17,50%;160;27,44%;19;3,26%;90;15,44%;47;8,06%;49;8,40%;4;0,69%;;;;;;;;;;;;;11;0.0192
Municipals;2015;5;8;08279805008;1432;813;7;3;803;56,56%;167;20,62%;150;18,52%;176;21,73%;45;5,56%;117;14,44%;57;7,04%;72;8,89%;5;0,62%;;;;;;;;;;;;;14;0.0174
Municipals;2015;5;9;08279805009;1358;810;1;0;809;59,65%;259;31,98%;106;13,09%;116;14,32%;44;5,43%;166;20,49%;59;7,28%;39;4,81%;5;0,62%;;;;;;;;;;;;;15;0.0185
Municipals;2015;5;10;08279805010;1453;796;5;3;788;54,58%;345;43,51%;38;4,79%;53;6,68%;65;8,20%;166;20,93%;89;11,22%;15;1,89%;12;1,51%;;;;;;;;;;;;;5;0.0063
Municipals;2015;5;11;08279805011;1478;858;19;3;836;57,85%;260;30,41%;89;10,41%;122;14,27%;53;6,20%;151;17,66%;87;10,18%;47;5,50%;13;1,52%;;;;;;;;;;;;;14;0.0167
Municipals;2015;5;12;08279805012;590;336;8;0;328;56,95%;119;35,42%;26;7,74%;37;11,01%;20;5,95%;76;22,62%;26;7,74%;18;5,36%;3;0,89%;;;;;;;;;;;;;3;0.0091
Municipals;2015;5;13;08279805013;1015;508;7;1;500;49,95%;154;30,37%;17;3,35%;47;9,27%;27;5,33%;140;27,61%;76;14,99%;21;4,14%;12;2,37%;;;;;;;;;;;;;6;0.0120
Municipals;2015;5;14;08279805014;1590;869;8;7;854;54,21%;339;39,33%;40;4,64%;77;8,93%;59;6,84%;180;20,88%;104;12,06%;33;3,83%;9;1,04%;;;;;;;;;;;;;13;0.0152
Municipals;2015;5;15;08279805015;1466;667;4;3;660;45,29%;266;40,06%;32;4,82%;63;9,49%;42;6,33%;149;22,44%;64;9,64%;28;4,22%;10;1,51%;;;;;;;;;;;;;6;0.0091
Municipals;2015;5;16;08279805016;1909;943;11;2;930;49,29%;299;31,77%;66;7,01%;70;7,44%;61;6,48%;263;27,95%;107;11,37%;28;2,98%;22;2,34%;;;;;;;;;;;;;14;0.0151
Municipals;2015;5;17;08279805017;1281;732;18;2;712;56,99%;210;28,77%;65;8,90%;99;13,56%;26;3,56%;145;19,86%;99;13,56%;40;5,48%;11;1,51%;;;;;;;;;;;;;17;0.0239
Municipals;2015;5;18;08279805018;983;606;10;5;591;61,14%;224;37,27%;25;4,16%;25;4,16%;54;8,99%;142;23,63%;77;12,81%;12;2,00%;18;3,00%;;;;;;;;;;;;;14;0.0237
Municipals;2015;5;19;08279805019;987;478;8;2;468;48,23%;122;25,63%;54;11,34%;73;15,34%;16;3,36%;102;21,43%;56;11,76%;30;6,30%;4;0,84%;;;;;;;;;;;;;11;0.0235
Municipals;2015;5;20;08279805020;1179;653;9;1;643;55,30%;171;26,23%;85;13,04%;114;17,48%;30;4,60%;111;17,02%;53;8,13%;56;8,59%;5;0,77%;;;;;;;;;;;;;18;0.0280
Municipals;2015;5;21;08279805021;1394;794;14;3;777;56,74%;236;29,84%;79;9,99%;96;12,14%;58;7,33%;171;21,62%;79;9,99%;38;4,80%;8;1,01%;;;;;;;;;;;;;12;0.0154
Municipals;2015;5;22;08279805022;533;286;1;0;285;53,66%;91;31,82%;20;6,99%;35;12,24%;21;7,34%;47;16,43%;34;11,89%;17;5,94%;10;3,50%;;;;;;;;;;;;;10;0.0351
Municipals;2015;5;23;08279805023;1282;725;12;1;712;56,47%;130;17,96%;148;20,44%;164;22,65%;25;3,45%;115;15,88%;61;8,43%;57;7,87%;5;0,69%;;;;;;;;;;;;;7;0.0098
Municipals;2015;5;24;08279805024;1168;675;7;1;667;57,71%;161;23,89%;68;10,09%;86;12,76%;36;5,34%;163;24,18%;85;12,61%;37;5,49%;13;1,93%;;;;;;;;;;;;;18;0.0270
Municipals;2015;5;25;08279805025;874;457;7;4;446;51,83%;143;31,57%;38;8,39%;52;11,48%;22;4,86%;89;19,65%;68;15,01%;17;3,75%;14;3,09%;;;;;;;;;;;;;3;0.0067
